INFO buildroot.py:488:  Mock Version: 2.9
DEBUG util.py:446:  glibc-common-2.33.9000-2.fc35.x86_64
DEBUG util.py:446:  glibc-2.33.9000-2.fc35.x86_64
DEBUG util.py:446:  bash-5.1.4-1.fc35.x86_64
DEBUG util.py:446:  zlib-1.2.11-26.fc35.x86_64
DEBUG util.py:446:  xz-libs-5.2.5-5.fc34.x86_64
DEBUG util.py:446:  bzip2-libs-1.0.8-6.fc34.x86_64
DEBUG util.py:446:  mkpasswd-5.5.9-1.fc35.x86_64
DEBUG util.py:446:  libzstd-1.4.9-1.fc35.x86_64
DEBUG util.py:446:  elfutils-libelf-0.183-3.fc35.x86_64
DEBUG util.py:446:  libcap-2.48-2.fc35.x86_64
DEBUG util.py:446:  libuuid-2.36.2-3.fc35.x86_64
DEBUG util.py:446:  libxml2-2.9.10-10.fc34.x86_64
DEBUG util.py:446:  gmp-6.2.0-6.fc34.x86_64
DEBUG util.py:446:  libunistring-0.9.10-10.fc34.x86_64
DEBUG util.py:446:  libidn2-2.3.0-5.fc34.x86_64
DEBUG util.py:446:  readline-8.1-2.fc34.x86_64
DEBUG util.py:446:  libattr-2.5.1-1.fc35.x86_64
DEBUG util.py:446:  libacl-2.3.1-1.fc35.x86_64
DEBUG util.py:446:  libcom_err-1.46.2-2.fc35.x86_64
DEBUG util.py:446:  popt-1.18-4.fc35.x86_64
DEBUG util.py:446:  sqlite-libs-3.35.5-1.fc35.x86_64
DEBUG util.py:446:  expat-2.3.0-1.fc35.x86_64
DEBUG util.py:446:  libcap-ng-0.8.2-4.fc34.x86_64
DEBUG util.py:446:  audit-libs-3.0.1-2.fc35.x86_64
DEBUG util.py:446:  lz4-libs-1.9.3-2.fc34.x86_64
DEBUG util.py:446:  pcre2-10.36-4.fc35.x86_64
DEBUG util.py:446:  mpfr-4.1.0-6.fc35.x86_64
DEBUG util.py:446:  libtextstyle-0.21-4.fc34.x86_64
DEBUG util.py:446:  alternatives-1.15-2.fc34.x86_64
DEBUG util.py:446:  cpio-2.13-10.fc35.x86_64
DEBUG util.py:446:  diffutils-3.7-9.fc35.x86_64
DEBUG util.py:446:  libdb-5.3.28-46.fc34.x86_64
DEBUG util.py:446:  libffi-3.1-28.fc34.x86_64
DEBUG util.py:446:  p11-kit-0.23.22-3.fc34.x86_64
DEBUG util.py:446:  libgpg-error-1.42-2.fc35.x86_64
DEBUG util.py:446:  libsepol-3.2-1.fc35.x86_64
DEBUG util.py:446:  libselinux-3.2-1.fc35.x86_64
DEBUG util.py:446:  sed-4.8-7.fc34.x86_64
DEBUG util.py:446:  findutils-4.8.0-2.fc34.x86_64
DEBUG util.py:446:  libtasn1-4.16.0-5.fc35.x86_64
DEBUG util.py:446:  p11-kit-trust-0.23.22-3.fc34.x86_64
DEBUG util.py:446:  libsemanage-3.2-1.fc35.x86_64
DEBUG util.py:446:  libutempter-1.2.1-4.fc34.x86_64
DEBUG util.py:446:  tar-1.34-1.fc35.x86_64
DEBUG util.py:446:  zip-3.0-28.fc34.x86_64
DEBUG util.py:446:  gettext-libs-0.21-4.fc34.x86_64
DEBUG util.py:446:  gettext-0.21-4.fc34.x86_64
DEBUG util.py:446:  libmetalink-0.1.3-14.fc34.x86_64
DEBUG util.py:446:  acl-2.3.1-1.fc35.x86_64
DEBUG util.py:446:  libpsl-0.21.1-3.fc34.x86_64
DEBUG util.py:446:  nettle-3.7.2-1.fc35.x86_64
DEBUG util.py:446:  zstd-1.4.9-1.fc35.x86_64
DEBUG util.py:446:  dwz-0.14-1.fc35.x86_64
DEBUG util.py:446:  bzip2-1.0.8-6.fc34.x86_64
DEBUG util.py:446:  info-6.7-10.fc34.x86_64
DEBUG util.py:446:  ed-1.14.2-10.fc34.x86_64
DEBUG util.py:446:  patch-2.7.6-14.fc34.x86_64
DEBUG util.py:446:  pigz-2.5-1.fc34.x86_64
DEBUG util.py:446:  systemd-rpm-macros-248-2.fc35.noarch
DEBUG util.py:446:  memstrack-0.2.2-1.fc34.x86_64
DEBUG util.py:446:  fuse-libs-2.9.9-11.fc34.x86_64
DEBUG util.py:446:  gdbm-libs-1.19-2.fc34.x86_64
DEBUG util.py:446:  json-c-0.14-8.fc34.x86_64
DEBUG util.py:446:  keyutils-libs-1.6.1-2.fc34.x86_64
DEBUG util.py:446:  libargon2-20171227-6.fc34.x86_64
DEBUG util.py:446:  libbrotli-1.0.9-4.fc34.x86_64
DEBUG util.py:446:  libeconf-0.3.8-5.fc34.x86_64
DEBUG util.py:446:  libnghttp2-1.43.0-2.fc35.x86_64
DEBUG util.py:446:  libnl3-3.5.0-6.fc34.x86_64
DEBUG util.py:446:  libibverbs-34.0-4.fc35.x86_64
DEBUG util.py:446:  libpcap-1.10.0-1.fc35.x86_64
DEBUG util.py:446:  iptables-legacy-libs-1.8.7-7.fc35.x86_64
DEBUG util.py:446:  libpkgconf-1.7.3-6.fc34.x86_64
DEBUG util.py:446:  pkgconf-1.7.3-6.fc34.x86_64
DEBUG util.py:446:  pkgconf-pkg-config-1.7.3-6.fc34.x86_64
DEBUG util.py:446:  libseccomp-2.5.0-4.fc34.x86_64
DEBUG util.py:446:  libsigsegv-2.13-2.fc34.x86_64
DEBUG util.py:446:  gawk-5.1.0-3.fc34.x86_64
DEBUG util.py:446:  libsmartcols-2.36.2-3.fc35.x86_64
DEBUG util.py:446:  libverto-0.3.2-1.fc35.x86_64
DEBUG util.py:446:  pcre-8.44-3.fc34.1.x86_64
DEBUG util.py:446:  grep-3.6-2.fc34.x86_64
DEBUG util.py:446:  xz-5.2.5-5.fc34.x86_64
DEBUG util.py:446:  qrencode-libs-4.0.2-7.fc34.x86_64
DEBUG util.py:446:  xxhash-libs-0.8.0-2.fc34.x86_64
DEBUG util.py:446:  python-pip-wheel-21.0.1-2.fc35.noarch
DEBUG util.py:446:  cyrus-sasl-lib-2.1.27-10.fc35.x86_64
DEBUG util.py:446:  python-unversioned-command-3.9.4-1.fc35.noarch
DEBUG util.py:446:  python3-pip-21.0.1-2.fc35.noarch
DEBUG util.py:446:  python3-setuptools-56.0.0-2.fc35.noarch
DEBUG util.py:446:  python3-libs-3.9.4-1.fc35.x86_64
DEBUG util.py:446:  python3-3.9.4-1.fc35.x86_64
DEBUG util.py:446:  libssh-0.9.5-2.fc34.x86_64
DEBUG util.py:446:  openldap-2.4.58-2.fc35.x86_64
DEBUG util.py:446:  libkcapi-1.2.1-1.fc35.x86_64
DEBUG util.py:446:  libkcapi-hmaccalc-1.2.1-1.fc35.x86_64
DEBUG util.py:446:  libtirpc-1.3.1-1.rc2.fc35.x86_64
DEBUG util.py:446:  libnsl2-1.3.0-2.fc34.x86_64
DEBUG util.py:446:  libarchive-3.5.1-2.fc34.x86_64
DEBUG util.py:446:  crypto-policies-scripts-20210213-1.git5c710c0.fc35.noarch
DEBUG util.py:446:  crypto-policies-20210213-1.git5c710c0.fc35.noarch
DEBUG util.py:446:  elfutils-default-yama-scope-0.183-3.fc35.noarch
DEBUG util.py:446:  cracklib-dicts-2.9.6-25.fc34.x86_64
DEBUG util.py:446:  cracklib-2.9.6-25.fc34.x86_64
DEBUG util.py:446:  gzip-1.10-4.fc34.x86_64
DEBUG util.py:446:  elfutils-debuginfod-client-0.183-3.fc35.x86_64
DEBUG util.py:446:  elfutils-libs-0.183-3.fc35.x86_64
DEBUG util.py:446:  procps-ng-3.3.17-1.fc35.x86_64
DEBUG util.py:446:  kpartx-0.8.6-1.fc35.x86_64
DEBUG util.py:446:  device-mapper-1.02.175-4.fc35.x86_64
DEBUG util.py:446:  systemd-networkd-248-2.fc35.x86_64
DEBUG util.py:446:  libfdisk-2.36.2-3.fc35.x86_64
DEBUG util.py:446:  libmount-2.36.2-3.fc35.x86_64
DEBUG util.py:446:  libblkid-2.36.2-3.fc35.x86_64
DEBUG util.py:446:  ca-certificates-2020.2.41-7.fc34.noarch
DEBUG util.py:446:  openssl-libs-1.1.1k-1.fc35.x86_64
DEBUG util.py:446:  systemd-libs-248-2.fc35.x86_64
